Health_Center_Name,City,State,County,Year,Abr,Total_Patients,Children,Adults_under_65,Older_Adults,Racial_Ethnic_Minority,Hispanic_Latino_Ethnicity,African_American,Asian,American_Indian_Alaskan_Native,Native_Hawaiian_Other_Pacific_Islander,More_than_one_race,Best_Served_in_another_language,Patients_at_or_below_200Pct_Poverty,Patients_at_or_below_100Pct_Poverty,Uninsured,Medicaid_CHIP,Medicare,Other_Third_Party,Medical_Services,Dental_Services,Mental_Health_Services,Substance_Abuse_Services,Vision_Services,Enabling_Services,Pct_Pts_with_Hypertension,Pct_Pts_with_Diabetes,Pct_Pts_with_Asthma,Pct_Pts_with_HIV,Prenatal_Patients,Prenatal_Patients_who_delivered,Acces_to_Prenatal_Care,Pct_Births_with_Low_Birth_Weight,Cervical_Cancer_Screening,Adolescent_Weight_Screening_and_Follow Up,Adult_Weight_Screening_and_Follow Up,Colorectal_Cancer_Screening,Childhood_Immunization,Appropriate_Asthma_Treatment_Plan,Cholesterol_Treatment_Lipid_Therapy_CAD,Heart_Attack_Stroke_Treatment_Aspirin_IVD,Blood_Pressure_Control,Total_Cost_per_Patient
CENTER STREET COMMUNITY HEALTH CENTER,MARION,Ohio,Marion,2018,OH,7008,0.2631279,0.6391267,0.09774543,0.1074245,0.04378923,0.04886242,0.004428157,0.003511986,0.00030539,0.01313178,0,0.8102521,0.3344662,0.07505707,0.564355,0.1536815,0.2069064,0.6920662,0.2527112,0.1067352,0,0,0,0.4410747,0.2137566,0.08783505,0.002474227,6,4,0.8333333,0,0.4053682,0.541769,0.5891972,0.3954674,0.1724138,0.7666667,0.8492063,0.8348082,0.5889102,783.2734
CHRISTIAN COMMUNITY HEALTH SERVICES,CINCINNATI,Ohio,Hamilton,2018,OH,9125,0.5499178,0.4164384,0.03364383,0.653359,0.1016855,0.5451482,0.01278327,0.001975595,0.003370134,0.01255084,0.06882191,0.9562477,0.7324187,0.112,0.6975343,0.05654794,0.1339178,1,0,0.09545206,0,0,0,0.3239883,0.1678994,0.1231781,0.000986301,104,45,0.75,0.1111111,0.6106977,0.8747591,0.7628499,0.4804511,0.458042,0.9647059,0.9,0.9206349,0.6343115,658.2853
"CINCINNATI HEALTH NETWORK, INC.",CINCINNATI,Ohio,Hamilton,2018,OH,11974,0.02388508,0.9263404,0.04977451,0.6328482,0.02009714,0.5930519,0.002378323,0.003057844,0.001528922,0.02157479,0.009019542,0.9954687,0.9487287,0.2481209,0.65233,0.07524636,0.02430266,0.3434107,0.1180057,0.2517956,0.3069985,0,0.5151161,0.1564928,0.08507767,0.04985408,0.01459144,4,0,0.75,0,0.4143302,0.75,0.8850574,0.242586,0,0.8461539,0.8301887,0.9076923,0.5119617,448.0922
"CINCINNATI, CITY OF",CINCINNATI,Ohio,Hamilton,2018,OH,44186,0.4950889,0.4606436,0.04426742,0.7516213,0.1258932,0.6156336,0.01455458,0.008883312,0.00293601,0.01397741,0.1416965,0.9456458,0.8302657,0.3056624,0.5702485,0.03374372,0.09034536,0.7311818,0.4128231,0.006857376,0,0.09781379,0,0.2782118,0.1262909,0.1103751,0.001949981,939,375,0.7082002,0.1137566,0.7080944,0.8608745,0.8865648,0.5539568,0.4205128,0.9421687,0.9189189,0.8823529,0.6488042,688.0818
CIRCLE HEALTH SERVICES,CLEVELAND,Ohio,Cuyahoga,2018,OH,9797,0.05767072,0.8775135,0.06481576,0.6767788,0.07470216,0.6034737,0.009876263,0.001929844,0.001248723,0.006016574,0.04960702,0.9534216,0.7608495,0.2883536,0.5179136,0.1283046,0.06542819,0.4631009,0.1404512,0.4775952,0.02510973,0.006838828,0.01653567,0.2176459,0.1105238,0.07119242,0.02733084,31,22,0.8709677,0,0.3642677,0.6900369,0.4920206,0.2721631,0.1666667,0.888,0.8157895,0.8169014,0.6081808,892.6183
COLUMBUS NEIGHBORHOOD HEALTH CENTER,COLUMBUS,Ohio,Franklin,2018,OH,47017,0.1633452,0.752983,0.08367186,0.7222865,0.2719413,0.4843273,0.0510957,0.001719834,0.004327323,0.05980583,0.3274986,0.9865388,0.7772169,0.3509369,0.4149776,0.08694728,0.1471383,0.8125784,0.190378,0.05978689,0.005381032,0.1989706,0.02507604,0.2726359,0.1867656,0.04682633,0.001308729,2900,1712,0.5951724,0.09165207,0.5798274,0.5305683,0.5163012,0.3760409,0.5419847,0.8316832,0.8358209,0.8946078,0.6389113,846.6149
COMMUNITY ACTION AGENCY OF COLUMBIANA,LISBON,Ohio,Columbiana,2018,OH,10259,0.2096696,0.698996,0.09133444,0.04295685,0.0164255,0.01705442,0.001577287,0.000788644,0.000985804,0.007689274,0.005945999,0.9374171,0.6633127,0.2869675,0.4379569,0.07729799,0.1977776,0.7827274,0.259187,0.1262306,0.004971245,0,0,0.3021271,0.1710614,0.03287671,0.000249066,167,83,0.8023952,0.06024097,0.3934585,0.6929749,0.8671007,0.2722833,0.1388889,0.784,0.8148148,0.8153153,0.7750393,683.4436
COMMUNITY ACTION COMMITTEE OF PIKE COUNTY,PIKETON,Ohio,Pike,2018,OH,15380,0.2803641,0.6340702,0.08556567,0.04618001,0.01034617,0.01999605,0.000986647,0.001447083,0.000657765,0.01407617,0.005786736,0.9039104,0.6639156,0.06827048,0.6011053,0.1273732,0.203251,0.7373212,0.286736,0.06215865,0,0.008062419,0,0.2778464,0.1948227,0.05731922,0.00026455,277,131,0.6606498,0.09774436,0.3672118,0.7965009,0.7434115,0.3113517,0.1067961,0.91,0.8582376,0.8802661,0.692,698.1048
COMMUNITY AND RURAL HEALTH SERVICES,FREMONT,Ohio,Sandusky,2018,OH,12472,0.2829538,0.5778544,0.1391918,0.2491981,0.1526406,0.06839684,0.006857044,0.003992709,0.00130197,0.03836473,0.06542656,0.770772,0.541544,0.1638069,0.41966,0.124118,0.292415,0.6908274,0.3735568,0.04754651,0,0,0,0.4152534,0.205446,0.03922934,0.000232126,48,14,0.8333333,0.2857143,0.2046813,0.002676182,0.1825038,0.3845878,0.02666667,0.609375,0.7784091,0.8167053,0.5719953,683.1104
COMMUNITY HEALTH & WELLNESS PARTNERS OF LOGAN COUNTY,WEST LIBERTY,Ohio,Logan,2018,OH,8681,0.136505,0.598779,0.2647161,0.05485132,0.0172978,0.01905896,0.001905896,0.001429422,0.002858845,0.01465158,0.004031794,0.4754763,0.2146332,0.04273701,0.1890335,0.2938602,0.4743693,0.9979265,0,0.05218293,0.007142034,0,0.03202396,0.4140701,0.1645577,0.04848205,0.000577167,13,10,0.8461539,0.2,0.4956353,0.8335101,0.9094072,0.5737656,0.07692308,0.9761904,0.7522936,0.9283019,0.6765306,791.223
COMMUNITY HEALTH CENTERS OF GREATER DAYTON,DAYTON,Ohio,Montgomery,2018,OH,17723,0.372736,0.5336004,0.0936636,0.5072121,0.06840966,0.4051839,0.01586564,0.002905794,0.001452897,0.02336258,0.09276082,0.9649935,0.7675676,0.09377645,0.6451504,0.03848107,0.2225921,0.9401343,0.117813,0.02471365,0,0,0,0.4220163,0.2283512,0.0778418,0.001080303,110,82,0.6090909,0.09876543,0.465615,0.7019804,0.6703144,0.5062743,0.4613687,0.9331942,0.9078498,0.8548673,0.6354905,683.5533
COMMUNITY MENTAL HEALTHCARE INC,DOVER,Ohio,Tuscarawas,2018,OH,1671,0.1220826,0.7839617,0.09395572,0.0720339,0.03532934,0.01365611,0.003724395,0.00248293,0.001862197,0.01862197,0.02333932,0.9041227,0.6164909,0.144225,0.5942549,0.08976661,0.1717534,0.7217235,0.4213046,0.05266308,0,0,0,0.3212921,0.1535179,0.1160862,0.001658375,10,6,1,0.6666667,0.7053571,1,1,0.3866279,0,1,0.9459459,0.875,0.7113096,892.8575
COMPASS COMMUNITY HEALTH,PORTSMOUTH,Ohio,Scioto,2018,OH,2604,0.06912442,0.8840246,0.046851,0.06501548,0.01346154,0.03230829,0.00116777,0.00116777,0.00116777,0.01907357,0.01267281,0.9090493,0.7957038,0.03110599,0.6674347,0.08832565,0.2131336,0.9331797,0,0.08218126,0,0,0,0.2965615,0.12211,0.04197531,0.001234568,4,1,0.75,0,0.2125,0.3,0.5713047,0.178733,0,0.7058824,0.7931035,0.8613861,0.6104478,1688.223
DAYTON HEALTH CENTER DBA FIVE RIVERS HEALTH CENTERS,DAYTON,Ohio,Montgomery,2018,OH,25562,0.2557312,0.6781551,0.06611376,0.6152616,0.0471721,0.5521575,0.009695003,0.003661632,0.006657512,0.009320518,0.06893045,0.9463253,0.7327061,0.07483765,0.7004538,0.08559581,0.1391127,0.8288475,0.1454112,0.1366873,0.05336046,0,0.05508176,0.339201,0.1654606,0.07693397,0.007410205,1525,1261,0.8563935,0.1152597,0.700561,0.3212163,0.4278418,0.4470373,0.3415929,0.8617886,0.8093278,0.8515112,0.5324309,788.2019
"ERIE, COUNTY OF",SANDUSKY,Ohio,Erie,2018,OH,5120,0.2982422,0.6560547,0.04570312,0.34229,0.05125668,0.2382867,0.00482606,0.000402172,0.000603258,0.0583149,0.007226563,0.8642147,0.5727634,0.1546875,0.5541016,0.08417968,0.2070313,0.643164,0.5351563,0.001953125,0.01835937,0,0,0.135352,0.05373576,0.02702703,0.000303675,208,122,0.875,0.1300813,0.7027753,0.759804,0.7727526,0.2247191,0.2291667,1,0.7391304,0.95,0.5769231,671.9518
FAIRFIELD COMMUNITY HEALTH CENTER,LANCASTER,Ohio,Fairfield,2018,OH,6734,0.2407187,0.6646867,0.0945946,0.05407925,0.01565322,0.02641863,0.003126465,0.008285134,0.00093794,0.00046897,0.007870507,0.9480913,0.8093315,0.1220671,0.5414315,0.1707752,0.1657262,0.9532225,0,0.03564003,0.01113751,0,0,0.3979741,0.1798837,0.04782676,0.000778938,6,4,0.8333333,0,0.4851989,0.4400387,0.6207205,0.4008439,0.1851852,0.9607843,0.9266304,0.8533654,0.6713396,861.9612
"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.",VAN WERT,Ohio,Van Wert,2018,OH,3905,0.3854033,0.5475032,0.06709347,0.1070958,0.05437352,0.02108353,0.004270083,0.002935682,0.001601281,0.04350147,0.008194623,0.8787441,0.6441718,0.05505762,0.5318822,0.07682458,0.3362356,0.7910371,0.3733675,0.1431498,0,0,0,0.2519821,0.1836398,0.03593396,0,10,8,0.9,0,0.5065123,0.8240535,0.9162996,0.4531001,0.3037975,0.7468355,0.8,0.9022557,0.8059072,707.3823
FAMILY HEALTH SERVICES OF DARKE COUNTY,GREENVILLE,Ohio,Darke,2018,OH,26616,0.2535317,0.4993989,0.2470694,0.03021113,0.01436494,0.009838753,0.002030219,0.000663725,0.000273299,0.003709054,0.002103998,0.9644154,0.3238925,0.07052149,0.1861662,0.2583408,0.4849714,0.8668846,0.1270289,0.05248722,0.002780283,0.1708371,0.04316952,0.4109843,0.1653219,0.0319421,4.33E-05,83,52,0.8554217,0,0.2821724,0.4714286,0.8857143,0.4279356,0.3571429,1,0.8838863,0.8904959,0.7028238,727.608
FAMILY HEALTH SERVICES OF ERIE COUNTY,SANDUSKY,Ohio,Erie,2018,OH,4854,0.2412443,0.6854141,0.07334157,0.379599,0.0460358,0.307884,0.004531038,0.002492071,0.000226552,0.03602175,0.03481665,0.9941215,0.9614631,0.1028018,0.5451174,0.1479192,0.2041615,0.9929954,0,0.02966625,0,0,0,0.3739388,0.1791555,0.07365146,0.002282158,64,48,0.78125,0.1632653,0.4180151,0.7886179,0.8597876,0.3681694,0.122807,0.7266187,0.8145695,0.6771653,0.5506608,813.3986
HEALTH PARTNERS OF WESTERN OHIO,LIMA,Ohio,Allen,2018,OH,38127,0.3800981,0.5586854,0.06121646,0.3251987,0.1151894,0.1722265,0.005193291,0.003020588,0.000370949,0.03770435,0.06098041,0.9557784,0.6596978,0.1769874,0.5020065,0.08065151,0.2403546,0.7056679,0.4202534,0.2822672,0.06399664,0,0.05523645,0.3469962,0.2252515,0.06244193,0.002601747,95,48,0.8631579,0.1458333,0.6262784,0.9879814,0.9912057,0.5062928,0.1760391,0.9084507,0.8288288,0.8553371,0.7965955,713.1548
"HEALTHSOURCE OF OHIO, INC.",MILFORD,Ohio,Clermont,2018,OH,60776,0.3771061,0.5273628,0.09553113,0.06849722,0.01636292,0.02018987,0.00680687,0.000988892,0.006081683,0.02234895,0.005528498,0.888496,0.5518728,0.04544557,0.4992267,0.1205739,0.3347538,0.9031361,0.2095399,0.01281756,0,0.008358562,0,0.3458501,0.1646775,0.03614568,0.000218623,1078,536,0.8998145,0.05027933,0.6422232,0.8291059,0.849466,0.7497491,0.3667984,0.9871244,0.7766367,0.8303716,0.7575706,668.9664
HEART OF OHIO FAMILY HEALTH CENTERS,COLUMBUS,Ohio,Franklin,2018,OH,8820,0.06122449,0.8410431,0.09773242,0.8245425,0.1416491,0.6111408,0.1397965,0.002678093,0.004151044,0.02169256,0.3648526,0.9975939,0.553803,0.1608844,0.5554422,0.06882086,0.2148526,1,0,0.007029478,0,0,0.3282313,0.2814248,0.156565,0.04750567,0.00170068,915,470,0.5923497,0.1,0.8325059,0.9264305,0.6238378,0.6941946,0.5238096,0.7839506,0.8674699,0.7792208,0.524838,722.0399
"HOPEWELL HEALTH CENTERS, INC.",CHILLICOTHE,Ohio,Ross,2018,OH,38478,0.2527678,0.6300483,0.1171838,0.04428867,0.01218344,0.01693136,0.002422611,0.001911171,0.000242261,0.01141319,0.006289308,0.9227895,0.4620174,0.1015905,0.4705546,0.1574926,0.2703623,0.6154426,0.1966578,0.3273559,0.03934716,0,0.07747284,0.4451643,0.1988793,0.05451628,0.00042228,24,18,1,0.1111111,0.3300813,0.5199209,0.8599871,0.2400255,0.1328671,0.9515571,0.88,0.8701299,0.6584584,1404.698
IRONTON LAWRENCE COUNTY CAO,IRONTON,Ohio,Lawrence,2018,OH,11457,0.3900672,0.4977743,0.1121585,0.04921047,0.01135755,0.01659796,0.003254502,0.002712085,0.000867867,0.01789976,0.003491315,0.6714525,0.3927898,0.1414856,0.3872741,0.126822,0.3444183,0.8877542,0.1880073,0.140089,0.01012481,0,0.01780571,0.3915705,0.1442033,0.03814767,0.000491594,13,12,1,0,0.4138267,0.8587093,0.7010472,0.8052257,0.4117647,0.7142857,0.8068783,0.8759494,0.7109538,818.123
"KNOX, COUNTY OF",MOUNT VERNON,Ohio,Knox,2018,OH,3183,0.3920829,0.5344015,0.07351555,0.04725169,0.01519949,0.01786875,0.003573749,0.000974659,0.001299545,0.01039636,0.008796733,0.8605601,0.4842474,0.2240025,0.5749293,0.04524034,0.1558278,0.3358467,0.7090795,0.04178448,0,0,0,0.171213,0.09704125,0.02806361,0,0,0,0,0,0.1107492,0,0.3645971,0.09633028,0,1,0.9,0.625,0.5272727,530.0161
"LIFECARE FAMILY HEALTH AND DENTAL CENTER, INC",CANTON,Ohio,Stark,2018,OH,7490,0.07676902,0.8280374,0.09519359,0.3189046,0.03747139,0.2352503,0.006108462,0.00476758,0.00476758,0.04633492,0.0176235,0.9700078,0.7850816,0.1264353,0.5570093,0.1923898,0.1241656,0.8325768,0.2238985,0.176769,0,0.106008,0,0.4843416,0.2657641,0.04971135,0.001763951,35,23,0.8,0.125,0.6139753,0.9881306,0.7194133,0.4351372,0,0.5144508,0.5102041,0.7898089,0.6475882,875.0978
LORAIN COUNTY HEALTH & DENTISTRY,LORAIN,Ohio,Lorain,2018,OH,14244,0.3765796,0.576032,0.04738837,0.5856389,0.3250371,0.2676733,0.004568331,0.003019745,0.008130081,0.04367015,0.1064308,0.949726,0.8000148,0.1557849,0.6879388,0.05602359,0.1002527,0.6090283,0.4648273,0.0084246,0,0.1519236,0,0.272268,0.1571488,0.08933718,0.000806916,359,217,0.6796657,0.0883721,0.4672695,0.9670534,0.9894469,0.4041388,0.3641975,0.7874016,0.741573,0.8095238,0.8336742,672.976
"LOWER LIGHT CHRISTIAN HEALTH CENTER, INC",COLUMBUS,Ohio,Franklin,2018,OH,12053,0.08280096,0.8256866,0.09151249,0.429343,0.1265112,0.2537449,0.01815706,0.002814344,0.01307308,0.115842,0.1029619,0.9059637,0.6471629,0.2854061,0.4239608,0.127852,0.162781,1,0.07533395,0.1144943,0.02762798,0.07599768,0.5791919,0.3631574,0.1789259,0.05011201,0.001493404,232,65,0.6982759,0.09836066,0.4087231,0.4337017,0.4667167,0.2443223,0.1333333,0.9389067,0.8643216,0.8596838,0.6370685,969.4966
LUTHERAN SOCIAL SERVICES OF CENTRAL OHIO,WORTHINGTON,Ohio,Franklin,2018,OH,2006,0.01246261,0.9077767,0.07976072,0.698567,0.05405406,0.5396826,0.01638505,0.004096262,0.002048131,0.1295443,0.03439681,0.9926548,0.8913956,0.5473579,0.3379861,0.09022931,0.02442672,0.5074776,0.2392821,0.2921236,0.1201396,0.4845464,0.1385842,0.3445192,0.1694212,0.06679764,0.02848723,8,0,0.875,0,0.1222571,0.6363636,0.4131082,0.02654867,0,1,0.9285714,0.8461539,0.4739884,792.2019
"MUSKINGUM VALLEY HEALTH CENTERS, INC.",ZANESVILLE,Ohio,Muskingum,2018,OH,39548,0.259381,0.6093355,0.1312835,0.05773423,0.005986947,0.0475779,0.002160177,0.000621051,0.000216018,0.001674137,0.002907859,0.9921488,0.9583198,0.03208759,0.448493,0.1909578,0.3284616,0.8055527,0.2500506,0.09052291,0,0,0,0.3637748,0.1776475,0.04859062,0.000565007,758,583,0.8496042,0.07890223,0.7257084,0.9298308,0.9634532,0.6214722,0.3615108,0.6935484,0.6832525,0.8104907,0.6852116,637.106
"NEIGHBORHOOD HEALTH ASSOCIATION OF TOLEDO, INC.",TOLEDO,Ohio,Lucas,2018,OH,10768,0.1932578,0.727526,0.0792162,0.6509056,0.1084611,0.5201391,0.004346566,0.004539747,0.006664735,0.04249976,0.03333952,0.9639262,0.7483221,0.1962296,0.5710438,0.1513744,0.08135215,0.8863299,0.1911218,0,0,0,0.6061478,0.3576417,0.1776977,0.1139983,0.001781224,154,83,0.6623377,0.1460674,0.5959768,0.7004644,0.7029248,0.3769409,0.1603774,0.8453159,0.8383459,0.8151261,0.7282014,920.6898
NEIGHBORHOOD HEALTH CARE INCORPORATED,CLEVELAND,Ohio,Cuyahoga,2018,OH,18931,0.2711954,0.6574402,0.07136443,0.505527,0.2717235,0.1879829,0.04706327,0.001621008,0.000810504,0.008159075,0.2783265,0.896504,0.7475482,0.08314405,0.5967461,0.1089747,0.2111352,0.9776557,0.09344462,0.1074956,0,0,0.0241403,0.2626581,0.1414619,0.1004971,0.001350767,455,251,0.6307693,0.09638554,0.654173,0.632762,0.5489091,0.3926278,0.3159722,0.8758621,0.8945313,0.8381147,0.727814,921.0392
NORTHEAST OHIO NEIGHBORHOOD HLTH. SVCS.,CLEVELAND,Ohio,Cuyahoga,2018,OH,28451,0.2581983,0.6467611,0.0950406,0.9527722,0.02093335,0.9329685,0.003362306,0.001001538,0.00089423,0.01130307,0.008646444,0.9538193,0.5014977,0.08780008,0.6329128,0.09648167,0.1828055,0.8151208,0.2824154,0.01427015,0.008435556,0.05135145,0.1277284,0.2377073,0.09778672,0.07718512,0.001293605,357,229,0.8179272,0.03913043,0.4181068,0.3343822,0.6812426,0.09425423,0.1621622,0.7892791,0.6009175,0.5099778,0.55256,856.1017
OHIO HILLS HEALTH SERVICES,BARNESVILLE,Ohio,Belmont,2018,OH,7149,0.2231081,0.5368583,0.2400336,0.01894471,0.005039194,0.004918493,0.002248454,0.000702642,0.000140528,0.006885891,0.001958316,0.6881799,0.3425187,0.09679676,0.2962652,0.2438103,0.3631277,0.8643167,0.2126171,0,0,0,0,0.3774727,0.1782604,0.03560447,0.000323677,7,7,1,0,0.5027978,0.8342362,0.9518279,0.4012567,0.07272727,0.96,0.7602041,0.7697368,0.6879721,736.6006
"OHIO NORTH EAST HEALTH SYSTEMS, INC.",YOUNGSTOWN,Ohio,Mahoning,2018,OH,21307,0.2784531,0.6550899,0.06645703,0.4155298,0.07027981,0.325566,0.008445689,0.001678962,0.000610532,0.02030018,0.003050641,0.941289,0.6837857,0.1117473,0.6723143,0.06758343,0.148355,0.6771483,0.4625241,0.04407002,0,0,0,0.3704495,0.1730687,0.07353757,0.002564458,10,10,1,0.2,0.2698276,0.913347,0.9754883,0.2139652,0.2071006,0.8184143,0.8232558,0.8947368,0.6265625,652.3145
ROCKING HORSE CENTER,SPRINGFIELD,Ohio,Clark,2018,OH,13549,0.5518488,0.4159717,0.0321795,0.3723098,0.09543317,0.182412,0.003743827,0.002548988,0.001911741,0.110881,0.0536571,0.8902509,0.6431015,0.0477526,0.7190198,0.04664551,0.186582,0.9595542,0.06716363,0.1262086,0.0166802,0,0.005756882,0.3271888,0.165872,0.07745558,0.000461503,325,211,0.6738461,0.06557377,0.3608119,0.6875,0.6330575,0.3995657,0.3096927,0.8642297,0.7832512,0.8194444,0.6685955,1040.077
"SIGNATURE HEALTH, INC.",WILLOUGHBY,Ohio,Lake,2018,OH,23738,0.1623978,0.7793412,0.05826101,0.3920636,0.06690265,0.3264597,0.003834744,0.002025903,0.000289415,0.004485927,0.03235319,0.9747292,0.7692308,0.2123599,0.5343331,0.2072205,0.04608645,0.2006488,0,0.837223,0.1725925,0,0.3483866,0.08632623,0.05806359,0.0552173,0.007138358,37,7,0.7837838,0.1428571,0.02706883,0.2424242,0.7043576,0.248139,0.8333333,0.2366864,0.8072289,0.8333333,0.5959302,2551.549
"SOUTHEAST, INC.",COLUMBUS,Ohio,Franklin,2018,OH,5523,0.04254934,0.9082021,0.0492486,0.3693328,0.01977504,0.316946,0.008938547,0.004841713,0.001862197,0.02495345,0.01013942,0.9143253,0.781757,0.1437625,0.513308,0.100851,0.2420786,0.8569618,0.1106283,0.2598225,0.01593337,0,0.09904037,0.262677,0.135491,0.04648215,0.00591591,37,6,0.5675676,0,0.4737418,0.8306878,0.7882169,0.3045685,0,0.8396226,0.7407407,0.9090909,0.6795626,789.1242
TALBERT HOUSE HEALTH CENTER,FRANKLIN,Ohio,Warren,2018,OH,5367,0.5574809,0.4086082,0.03391094,0.2090205,0.08731966,0.0839354,0.005524862,0.000849979,0.000212495,0.03846154,0.05422023,0.9486427,0.6698459,0.08310043,0.7564747,0.04807155,0.1123533,0.7950438,0.37861,0.131172,0,0,0,0.2948534,0.1275082,0.06421373,0.00070307,14,2,1,0,0.3271605,0.6878415,0.6473684,0.5383177,0.5625,0.8701299,0.8676471,0.7924528,0.7016275,868.2239
"THE HEALTHCARE CONNECTION, INC.",CINCINNATI,Ohio,Hamilton,2018,OH,17071,0.5313104,0.4266885,0.04200105,0.8050797,0.2659675,0.5212645,0.05056594,0.002612015,0.00803697,0.03536267,0.2299807,0.9535098,0.733622,0.1439283,0.7290727,0.04592584,0.08107316,0.9189854,0.1965321,0.02876223,0,0,0,0.3814284,0.166873,0.08898521,0.000382458,242,93,0.6900827,0.1182796,0.4780191,0.7267472,0.8266572,0.2541985,0.474359,0.9755839,0.8666667,0.966805,0.7010383,465.2654
THIRD STREET COMMUNITY CLINIC,MANSFIELD,Ohio,Richland,2018,OH,19024,0.1729394,0.7314445,0.09561606,0.1979359,0.01968732,0.1526388,0.02185821,0.001106078,0.002475508,0.01021805,0.01014508,0.9660722,0.5558938,0.1061817,0.4968987,0.09934819,0.2975715,0.6910744,0.3726871,0.05918839,0,0,0,0.2647353,0.1358425,0.0474633,0.001140945,364,341,0.8681319,0.07575758,0.3997705,0.08684437,0.5498214,0.3282065,0.1142857,0.795,0.8419958,0.6611694,0.6483005,733.3953
"WINTON HILLS MEDICAL & HEALTH CENTER, INC.",CINCINNATI,Ohio,Hamilton,2018,OH,9829,0.4229321,0.5185675,0.05850036,0.9048796,0.06840225,0.7859882,0.04332055,0.000932739,0.009741942,0.01699658,0.06124733,0.9916523,0.9455959,0.1017397,0.727541,0.0401872,0.1305321,0.9696816,0.3665683,0.02319666,0.009767016,0,0,0.3296386,0.1510856,0.1147833,0.000839366,134,72,0.8059701,0.1643836,0.3535422,0.7612958,0.5152259,0.2284031,0.2427184,0.8865619,0.92,0.8196721,0.6106786,628.987
"WOOD, COUNTY OF",BOWLING GREEN,Ohio,Wood,2018,OH,1459,0.1254284,0.8039753,0.0705963,0.1626831,0.08839355,0.03824701,0.009561753,0.002390438,0,0.03585657,0.02467443,0.7751397,0.3673184,0.1617546,0.3646333,0.1254284,0.3481837,0.9773818,0,0.1172036,0,0,0,0.355213,0.1510083,0.02103787,0,23,10,0.6956522,0.1,0.5316901,0.9280576,0.6995918,0.3298755,0.1428571,0.9047619,0.8888889,0.8387097,0.6636569,1247.021
"ARKANSAS VERDIGRIS VALLEY HEALTH CENTERS, INC.",PORTER,Oklahoma,Wagoner,2018,OK,4373,0.1328607,0.7708667,0.09627258,0.4025142,0.1460647,0.1373687,0.002487562,0.0923162,0.001105583,0.06633499,0.1115939,0.9942893,0.6890863,0.4033844,0.2357649,0.1484107,0.21244,1,0.04596387,0,0.02584038,0,0.2204436,0.2687831,0.1539506,0.03247199,0.000686028,21,8,0.6190476,0.375,0.4391144,0.6571429,0.4654524,0.2386446,0.2222222,0.6774194,0.7450981,0.7373737,0.6929134,707.011
"CARING HANDS HEALTHCARE CENTERS, INC.",MCALESTER,Oklahoma,Pittsburg,2018,OK,3997,0.2324243,0.657243,0.1103327,0.1750189,0.05263158,0.03450882,0.005037783,0.03979849,0.000755668,0.06171285,0.01325994,0.8473588,0.5748634,0.3580185,0.3002252,0.105329,0.2364273,0.85339,0.2049037,0.03352514,0.03802852,0,0.00425319,0.3064404,0.1420603,0.05364995,0.000293169,10,6,0.7,0,0.4575812,0.9218241,0.9711006,0.3015184,0.05405406,0.8823529,0.8941177,0.8715596,0.6226415,775.7563
CENTRAL OKLAHOMA FAMILY MEDICAL CENTER,KONAWA,Oklahoma,Seminole,2018,OK,8226,0.1890348,0.5196937,0.2912716,0.1043254,0.0286568,0.02042762,0.002178946,0.05324799,0.001770394,0.000817105,0.004133236,0.8293716,0.6269711,0.2658643,0.1624119,0.2949185,0.2768053,0.8637248,0.1731097,0.03099927,0.04315585,0,0,0.2906878,0.1261323,0.0505278,0.000281492,9,7,0.5555556,0.1428571,0.294482,0.7635075,0.6599897,0.3001454,0.34375,0.6218488,0.8232558,0.7465181,0.6839854,1239.847
COMANCHE COUNTY HOSPITAL AUTHORITY,LAWTON,Oklahoma,Comanche,2018,OK,22751,0.3231506,0.5079337,0.1689157,0.371179,0.1046315,0.2029901,0.01575993,0.0246114,0.006962435,0.04387954,0.02311986,0.8429983,0.5298932,0.1165663,0.340029,0.2172212,0.3261835,0.9729243,0.01151598,0.04729462,0,0,0,0.4994598,0.2037253,0.06117009,0.001039078,203,90,0.6945813,0.06593407,0.1557939,0.3854319,0.3568262,0.01908566,0.1726845,0.6198083,0.6685553,0.6923077,0.4963054,557.8135
"COMMUNITY HEALTH CENTER OF NORTHEAST OKLAHOMA, INC.",JAY,Oklahoma,Delaware,2018,OK,1025,0.1278049,0.7297561,0.142439,0.1642229,0.03714565,0.01759531,0.003910068,0.1104594,0.01466276,0.003910068,0.003902439,0.9618528,0.6948229,0.2253658,0.2965854,0.2195122,0.2585366,1,0,0.04780488,0,0,0,0.3352144,0.1652794,0.005853659,0.00097561,0,0,0,0,0.2274248,0.07017544,0.07666291,0.1635514,1,0.8,0.6486486,0.6385542,0.5117845,1616.023
"COMMUNITY HEALTH CONNECTION, INC.",TULSA,Oklahoma,Tulsa,2018,OK,13733,0.312095,0.6515692,0.03633583,0.8803622,0.8047587,0.05302096,0.01209926,0.008014796,0.001772503,0.01209926,0.6782203,0.9888611,0.7112761,0.6048205,0.2804922,0.02002476,0.09466249,0.8974004,0.1114833,0.07594845,0,0,0.08956528,0.2190128,0.1536553,0.02150276,0.00032457,346,180,0.7514451,0.1222222,0.4712329,0.8065941,0.8335432,0.2842613,0.356,0.959596,0.8709677,0.9090909,0.6810578,546.771
